0	349883
1	371267
2	356501
3	295381
4	355236
5	354279
6	350103
7	341345
8	242617
9	347363
10	354473
11	352735
12	358878
13	351054
14	278086
15	244810
16	348451
17	360483
18	337466
19	314808
20	318089
21	337386
22	307383
23	341501
24	317034
25	329089
26	308158
27	253116
28	316010
29	320029
30	320860
31	300365
32	214502
33	321173
34	292834
35	287275

